dataset_idx,excess_causal_loss,image_category,masked_roi,metric,num_seeds
816,0.044010454416275026,Body,Body+Scene,person_region_consistency,1
816,-0.00011223409692459607,Body,Body,pixel_corr,1
816,-0.0022878860073006157,Body,Body,ssim,1
816,0.00017180442810058594,Body,Body,lpips,1
816,0.016053652763366698,Body,Body,clip,1
816,0.0038677245378494264,Body,Body,dino,1
816,0.001820528507232666,Body,Body,person_lpips,1
816,0.00853433907032013,Body,Body,person_dino,1
816,0.00853433907032013,Body,Body,person_region_consistency,1
816,-0.018185099468941236,Body,Face+Body+Scene,pixel_corr,1
816,-0.012442261921764402,Body,Face+Body+Scene,ssim,1
816,-0.00942375659942627,Body,Face+Body+Scene,lpips,1
816,0.0005052864551544183,Body,Face+Body+Scene,clip,1
816,0.009759706258773804,Body,Face+Body+Scene,dino,1
816,-0.01829887628555298,Body,Face+Body+Scene,person_lpips,1
816,-0.003977759182453154,Body,Face+Body+Scene,person_dino,1
816,-0.003977759182453154,Body,Face+Body+Scene,person_region_consistency,1
816,0.007785321442405832,Body,Face+Body,pixel_corr,1
816,-0.01002470114965428,Body,Face+Body,ssim,1
816,-0.005420029163360596,Body,Face+Body,lpips,1
816,0.014334541559219361,Body,Face+Body,clip,1
816,-0.0011276990175247189,Body,Face+Body,dino,1
816,-0.008767855167388917,Body,Face+Body,person_lpips,1
816,-0.007465970516204835,Body,Face+Body,person_dino,1
816,-0.007465970516204835,Body,Face+Body,person_region_consistency,1
816,-0.020400565730361774,Body,Face+Scene,pixel_corr,1
816,-0.0016371601382342115,Body,Face+Scene,ssim,1
816,-0.004089641571044922,Body,Face+Scene,lpips,1
816,0.04860694408416748,Body,Face+Scene,clip,1
816,0.025537879765033723,Body,Face+Scene,dino,1
816,-0.0013164877891540527,Body,Face+Scene,person_lpips,1
816,0.026932799816131593,Body,Face+Scene,person_dino,1
816,0.026932799816131593,Body,Face+Scene,person_region_consistency,1
999,0.009544958313413808,Scene,Body+Scene,pixel_corr,1
999,-0.01729693293828598,Scene,Body+Scene,ssim,1
999,0.028490662574768066,Scene,Body+Scene,lpips,1
999,0.07907910346984863,Scene,Body+Scene,clip,1
999,-0.003431192040443419,Scene,Body+Scene,dino,1
999,-0.003431192040443419,Scene,Body+Scene,background_dino,1
999,0.07907910346984863,Scene,Body+Scene,background_clip,1
999,0.0,Scene,Body+Scene,scene_class_consistency,1
999,0.008885584833077699,Scene,Face+Body+Scene,pixel_corr,1
999,-0.02423625272704627,Scene,Face+Body+Scene,ssim,1
999,0.020718884468078614,Scene,Face+Body+Scene,lpips,1
999,0.07698934078216553,Scene,Face+Body+Scene,clip,1
999,-0.007574708573520182,Scene,Face+Body+Scene,dino,1
999,-0.007574708573520182,Scene,Face+Body+Scene,background_dino,1
999,0.07698934078216553,Scene,Face+Body+Scene,background_clip,1
999,0.0,Scene,Face+Body+Scene,scene_class_consistency,1
999,-0.022278014031818314,Scene,Face+Body,pixel_corr,1
999,-0.028122437789026688,Scene,Face+Body,ssim,1
999,0.006697630882263184,Scene,Face+Body,lpips,1
999,0.07109419107437134,Scene,Face+Body,clip,1
999,-0.016435254178941247,Scene,Face+Body,dino,1
999,-0.016435254178941247,Scene,Face+Body,background_dino,1
999,0.07109419107437134,Scene,Face+Body,background_clip,1
999,0.0,Scene,Face+Body,scene_class_consistency,1
999,-0.01404916211594372,Scene,Face+Scene,pixel_corr,1
999,0.010746395605500414,Scene,Face+Scene,ssim,1
999,-0.0011665701866149904,Scene,Face+Scene,lpips,1
999,-0.022243738174438477,Scene,Face+Scene,clip,1
999,-0.019991114363074304,Scene,Face+Scene,dino,1
999,-0.019991114363074304,Scene,Face+Scene,background_dino,1
999,-0.022243738174438477,Scene,Face+Scene,background_clip,1
999,0.0,Scene,Face+Scene,scene_class_consistency,1
999,0.005245790313019022,Scene,Scene,pixel_corr,1
999,0.011160803106848138,Scene,Scene,ssim,1
999,-0.003691864013671875,Scene,Scene,lpips,1
999,0.014960777759552003,Scene,Scene,clip,1
999,-0.022261237166821955,Scene,Scene,dino,1
999,-0.022261237166821955,Scene,Scene,background_dino,1
999,0.014960777759552003,Scene,Scene,background_clip,1
999,0.0,Scene,Scene,scene_class_consistency,1
